Country,City,AccentCity,Region,Population,Latitude,Longitude
hu,felsodabrony,Felsodabrony,24,,46.921713,17.024014
hu,felsodacs,Felsodacs,01,,46.992436,19.267856
hu,felsodanosi tanyak,Felsodanosi Tanyak,16,,47.216667,19.533333
hu,felsodobos,Felsodobos,08,,47.443826,18.129623
hu,felsodobsza,Felsodobsza,04,,48.266667,21.066667
hu,felsodorgicse,Felsodorgicse,23,,46.91477,17.723927
hu,felsoegerszeg,Felsoegerszeg,02,,46.254372,18.134075
hu,felsoegreskata,Felsoegreskata,16,,47.450286,19.757709
hu,felsoegrespuszta,Felsoegrespuszta,14,,47.851618,19.487627
hu,felsoerdo,Felsoerdo,16,,47.116667,19.7
hu,felsoerdo,Felsoerdo,24,,46.85,16.85
hu,felsoerdopuszta,Felsoerdopuszta,02,,45.883333,18.166667
hu,felsoerek,Felsoerek,01,,46.6059,19.083538
hu,felsoerzsebetpuszta,Felsoerzsebetpuszta,17,,46.210033,17.413266
hu,felsofakos,Felsofakos,24,,46.683333,16.916667
hu,felsofarkasd,Felsofarkasd,16,,47.393806,19.513209
hu,felsofarkasd,Felsofarkasd,21,,46.183333,18.733333
hu,felsofarkasdmajor,Felsofarkasdmajor,16,,47.393806,19.513209
hu,felsofeketeerdo,Felsofeketeerdo,16,,47.406853,19.714954
hu,felsofold,Felsofold,03,,46.866667,20.95
hu,felsofold,Felsofold,20,,47.2,20.35
hu,felsofoldi tanya,Felsofoldi Tanya,20,,47.566667,20.733333
hu,felsofulop,Felsofulop,10,,47.633333,22.066667
hu,felsofutelekimajor,Felsofutelekimajor,22,,47.316667,16.516667
hu,felsofutyemajor,Felsofutyemajor,17,,46.792575,17.932779
hu,felsogagy,Felsogagy,04,,48.433333,21.016667
hu,felsogaicspuszta,Felsogaicspuszta,17,,46.616667,17.466667
hu,felsogalambos,Felsõgalambos,01,,46.701941,19.783239
hu,felsogalla,Felsogalla,12,,47.546567,18.447049
hu,felso gaspar sor,Felso Gaspar Sor,01,,46.633333,19.5
hu,felsogilip,Felsogilip,04,,48.15,21.15
hu,felsogod,Felsogod,16,,47.683241,19.134171
hu,felsogola,Felsogola,17,,46.175742,17.285065
hu,felsogorzsony,Felsogorzsony,23,,47.397899,17.362831
hu,felso grebics-puszta,Felso Grebics-puszta,12,,47.673413,18.233012
hu,felsogyant,Felsogyant,21,,46.721732,18.449971
hu,felsogyantpuszta,Felsogyantpuszta,21,,46.721732,18.449971
hu,felsogyar,Felsogyar,22,,47.406639,16.707214
hu,felsogyocs,Felsogyocs,17,,46.233333,17.533333
hu,felsogyorgyos,Felsogyorgyos,17,,46.028716,17.426032
hu,felsogyotapuszta,Felsogyotapuszta,17,,46.233333,17.616667
hu,felsogyukes,Felsogyukes,15,,46.116667,18.283333
hu,felsohalom,Felsohalom,16,,47.416667,19.233333
hu,felsohard,Felsohard,21,,46.766667,18.75
hu,felsohegy,Felsohegy,02,,46.083333,18.35
hu,felsohegy,Felsohegy,15,,46.083333,18.2
hu,felsohegy,Felsohegy,16,,47.483333,19.583333
hu,felsohegy,Felsohegy,17,,46.483333,17.316667
hu,felsohegy,Felsohegy,24,,46.633333,17.066667
hu,felsohek,Felsohek,17,,47.066667,20.483333
hu,felsohernad,Felsohernad,16,,47.201036,19.432095
hu,felsoheteny,Felsoheteny,17,,46.449093,18.086303
hu,felsohidveg,Felsohidveg,21,,46.520029,18.6056
hu,felsohidvegpuszta,Felsohidvegpuszta,21,,46.520029,18.6056
hu,felsohomokerdo,Felsohomokerdo,21,,46.8,18.916667
hu,felsohomok,Felsohomok,01,,46.066667,18.95
hu,felso hullo,Felso Hullo,21,,46.718856,18.962194
hu,felsohuta,Felsohuta,11,,47.926765,19.870094
hu,felso iskola,Felso Iskola,01,,46.579078,19.738235
hu,felsoistvand,Felsoistvand,24,,46.6,16.833333
hu,felsoiszkaz,Felsoiszkaz,23,,47.163395,17.297164
hu,felsoivanpuszta,Felsoivanpuszta,14,,47.966667,19.933333
hu,felsojanosfa,Felsojanosfa,22,,46.846331,16.554812
hu,felsojaras,Felsojaras,01,,46.033333,18.95
hu,felsojaras,Felsojaras,16,,47.083333,19.633333
hu,felsojarasi iskola,Felsojarasi Iskola,01,,46.754768,19.424974
hu,felsokakpuszta,Felsokakpuszta,17,,46.466667,17.533333
hu,felsokalkaturalis,Felsokalkaturalis,01,,46.183333,18.966667
hu,felsokanda,Felsokanda,02,,45.983333,18.683333
hu,felsokara,Felsokara,16,,47.056091,19.98382
hu,felsokaru,Felsokaru,04,,48.233333,20.3
hu,felsokatalin-banyatelep,Felsokatalin-banyatelep,14,,47.952379,19.814963
hu,felsokatotanya,Felsokatotanya,16,,47.2,19.016667
hu,felsokeked,Felsokeked,04,,48.566667,21.35
hu,felsokelecseny,Felsokelecseny,04,,48.366667,20.6
hu,felsokenderes,Felsokenderes,12,,47.783333,18.75
hu,felsokiskert,Felsokiskert,20,,47.366667,20.1
hu,felsokistelek,Felsokistelek,01,,46.466667,19.383333
hu,felsokolked,Felsokolked,17,,46.594225,17.569802
hu,felsokolonia,Felsokolonia,23,,46.8,17.516667
hu,felsokommasszacio,Felsokommasszacio,01,,46.616667,19.283333
hu,felsokommaszacio,Felsokommaszacio,01,,46.616667,19.283333
hu,felsokommaszszacio,Felsokommaszszacio,01,,46.616667,19.283333
hu,felsokortvelyes,Felsokortvelyes,08,,46.940099,18.599542
hu,felsokovesd,Felsokovesd,02,,46.2,17.966667
hu,felsokozpont,Felsokozpont,06,,46.422772,20.008158
hu,felsolajos,Felsolajos,01,,47.066667,19.516667
hu,felsolajospuszta,Felsolajospuszta,01,,47.066667,19.516667
hu,felsolegencse,Felsolegencse,02,,45.916667,17.816667
hu,felsolengyend,Felsolengyend,14,,47.965049,19.858482
hu,felsoleperd,Felsoleperd,21,,46.495463,18.146783
hu,felsolog,Felsolog,02,,45.983333,18.683333
hu,felsomajor,Felsomajor,01,,46.566667,19.083333
hu,felsomajor,Felsomajor,02,,46.083333,18.666667
hu,felsomajor,Felsomajor,08,,47.033333,18.516667
hu,felso-major,Felso-major,08,,47.463109,18.614794
hu,felsomajor,Felsomajor,14,,47.883333,19.383333
hu,felsomajor,Felsomajor,17,,46.416667,17.7
hu,felsomajor,Felsomajor,20,,46.848257,20.094052
hu,felsomajor,Felsomajor,22,,46.966667,16.45
hu,felsomajor,Felsomajor,24,,46.760347,17.109367
hu,felsomajor termeloszovetkezet,Felsomajor Termeloszovetkezet,08,,47.327517,18.763052
hu,felsomakardulo,Felsomakardulo,15,,46.083333,18.2
hu,felsomakar,Felsomakar,15,,46.083333,18.2
hu,felso mako-puszta,Felso Mako-puszta,14,,47.803236,19.47134
hu,felsomalom,Felsomalom,02,,45.930214,18.271312
hu,felsomalom,Felsomalom,08,,47.15,18.333333
hu,felsomalom,Felsomalom,09,,47.57565,16.781597
hu,felsomalom,Felsomalom,17,,46.25,17.183333
hu,felsomalom,Felsomalom,23,,46.775247,17.245545
hu,felsomama,Felsomama,23,,47.083333,18.083333
hu,felsomandpuszta,Felsomandpuszta,24,,46.798973,17.124395
hu,felsomarac,Felsomarac,22,,46.933876,16.519883
hu,felsomegyes,Felsomegyes,21,,46.65,18.216667
hu,felsomera,Felsomera,04,,48.366667,21.15
hu,felsomezo,Felsomezo,02,,45.983333,18.683333
hu,felsomezo,Felsomezo,22,,47.016667,16.6
hu,felsomezo,Felsomezo,23,,46.85,17.366667
hu,felsomikebuda,Felsomikebuda,16,,47.166667,19.65
hu,felsomindszent,Felsomindszent,02,,46.224573,18.062301
hu,felsomocsolad,Felsomocsolad,17,,46.581928,17.825251
hu,felsomonostor,Felsomonostor,01,,46.70444,19.717516
hu,felsomoricgat,Felsomoricgat,01,,46.633333,19.683333
hu,felsomuszaj,Felsomuszaj,20,,47.5,19.916667
hu,felsonadasd,Felsonadasd,14,,47.930382,19.655436
hu,felsonana,Felsonana,21,,46.466807,18.52913
hu,felsonyarad,Felsonyarad,04,,48.333333,20.6
hu,felsonyaregyhaza,Felsonyaregyhaza,16,,47.278479,19.477337
hu,felsonyek,Felsonyek,21,,46.796005,18.297394
hu,felso nyerges-puszta,Felso Nyerges-puszta,14,,48.166096,19.55477
hu,felsonyiget,Felsonyiget,11,,47.8,20.1
hu,felsonyires,Felsonyires,17,,46.447443,17.6151
hu,felsonyirespuszta,Felsonyirespuszta,17,,46.447443,17.6151
hu,felsonyirvarimajor,Felsonyirvarimajor,22,,47.118631,16.568303
hu,felsonyirvarmajor,Felsonyirvarmajor,22,,47.118631,16.568303
hu,felsonyomas,Felsonyomas,03,,46.683333,21
hu,felsonyomas,Felsonyomas,20,,47.533333,20.15
hu,felsooreghegy,Felsooreghegy,21,,46.833333,18.916667
hu,felsooregszollok,Felsooregszollok,01,,46.43479,19.452428
hu,felsoors,Felsoors,23,,47.01474,17.953319
hu,felsoorspuszta,Felsoorspuszta,08,,47.565084,18.676257
hu,felsopahok,Felsopahok,24,,46.78424,17.15817
hu,felsopakony,Felsopakony,16,3040,47.343285,19.236984
hu,felso-palaj-puszta,Felso-palaj-puszta,02,,45.883333,18.083333
hu,felsopalos,Felsopalos,01,,46.4,19.816667
hu,felsopaskum,Felsopaskum,17,,46.9,18.133333
hu,felsopatlan,Felsopatlan,21,,46.440618,18.593276
hu,felso-patlan-puszta,Felso-patlan-puszta,21,,46.440618,18.593276
hu,felsopaty,Felsopaty,22,,47.295067,16.934794
hu,felsopazsit,Felsopazsit,18,,48,21.7
hu,felsopel,Felsopel,21,,46.591038,18.531512
hu,felsopelpuszta,Felsopelpuszta,21,,46.591038,18.531512
hu,felsopere,Felsopere,23,,47.248501,17.947002
hu,felsoperepuszta,Felsoperepuszta,23,,47.248501,17.947002
hu,felsopeszer,Felsopeszer,01,,47.066667,19.25
hu,felsopeteny,Felsopeteny,14,,47.891155,19.196871
hu,felsopettend,Felsopettend,08,,47.283333,18.683333
hu,felsopoczapuszta,Felsopoczapuszta,17,,46.766667,17.9
hu,felsoponyipuszta,Felsoponyipuszta,14,,48.1,19.816667
hu,felso ponyvad,Felso Ponyvad,23,,47.444032,17.426512
hu,felsopuszta,Felsopuszta,08,,47.094452,18.673228
hu,felsopuszta,Felsopuszta,17,,46.466667,17.366667
hu,felsopuszta,Felsopuszta,21,,46.466667,18.816667
hu,felsoracegres,Felsoracegres,21,,46.616667,18.616667
hu,felsorada,Felsorada,16,,47.267264,19.176684
hu,felsorajk,Felsorajk,24,,46.681036,16.987002
hu,felsoregmec,Felsoregmec,04,,48.483333,21.616667
hu,felsoret,Felsoret,04,,47.95,20.666667
hu,felsoret,Felsoret,06,,46.65,20.266667
hu,felsoret,Felsoret,20,,47,20.166667
hu,felsoreti dulo,Felsoreti Dulo,10,,47.016667,21.5
hu,felsorev,Felsorev,21,,46.8,18.916667
hu,felsoronok,Felsoronok,22,,46.980388,16.351391
hu,felsorozsnakpuszta,Felsorozsnakpuszta,11,,47.966667,20.216667
hu,felsorozsnakvolgy,Felsorozsnakvolgy,11,,47.933333,20.2
hu,felsosarlospuszta,Felsosarlospuszta,14,,47.829716,19.475052
hu,felsosashalomdulo,Felsosashalomdulo,03,,46.633333,20.833333
hu,felsosaskalapos,Felsosaskalapos,01,,46.2,19.566667
hu,felsosegesd,Felsosegesd,17,,46.34142,17.35132
hu,felsosima,Felsosima,18,,47.916667,21.6
hu,felsosomlyo,Felsosomlyo,08,,47.103748,18.298287
hu,felsososkutbokor,Felsososkutbokor,18,,48.016667,21.666667
hu,felso sostanyai foldek,Felso Sostanyai Foldek,03,,46.633333,20.666667
hu,felsosotetmajor,Felsosotetmajor,24,,46.85,16.583333
hu,felsostrazsa,Felsostrazsa,16,,47.35,19.45
hu,felso-sutveny,Felso-Sutveny,21,,46.460183,18.260931
hu,felsoszallas,Felsoszallas,01,,46.432153,19.542022
hu,felsoszallasok,Felsoszallasok,01,,46.476956,18.937056
hu,felso-szanas-puszta,Felso-szanas-puszta,14,,48.097621,19.751248
hu,felsoszapud,Felsoszapud,09,,47.683333,17.366667
hu,felsoszapudpuszta,Felsoszapudpuszta,09,,47.683333,17.366667
hu,felsoszaszberek,Felsoszaszberek,20,,47.316667,20.1
hu,felsoszekto,Felsoszekto,01,,46.9,19.7
hu,felsoszeleste,Felsoszeleste,22,,47.316667,16.816667
hu,felsoszemenye,Felsoszemenye,24,,46.482671,16.630736
hu,felso szenasvolgy,Felso Szenasvolgy,24,,46.713542,16.865761
hu,felsoszenterzsebet,Felsoszenterzsebet,24,,46.752851,16.454989
hu,felsoszentivan,Felsoszentivan,01,1998,46.197127,19.186855
hu,felsoszentivan,Felsoszentivan,08,,47.056853,18.493254
hu,felsoszentivan,Felsoszentivan,16,,47.154194,19.052516
hu,felsoszentivani tanyak,Felsoszentivani Tanyak,01,,46.2,19.2
hu,felsoszentivan kismajor,Felsoszentivan Kismajor,16,,47.15,19.05
hu,felsoszentkata,Felsoszentkata,01,,46.266667,19.233333
hu,felsoszentkiraly,Felsoszentkiraly,01,,46.95,19.9
hu,felsoszentmarton,Felsoszentmarton,02,,45.852222,17.7
hu,felsoszigettanya,Felsoszigettanya,21,,46.633333,18.7
hu,felsoszitanyipuszta,Felsoszitanyipuszta,08,,46.883333,18.9
hu,felsoszolgaegyhaza,Felsoszolgaegyhaza,08,,47.094452,18.673228
hu,felsoszollo,Felsoszollo,16,,47.4,19.633333
hu,felsoszollo,Felsoszollo,17,,46.283333,17.366667
hu,felsoszollok,Felsoszollok,01,,46.183333,18.966667
hu,felsoszolnok,Felsoszolnok,22,,46.876645,16.164669
hu,felsoszolo,Felsoszolo,16,,47.4,19.633333
hu,felsoszolok,Felsoszolok,01,,46.183333,18.966667
hu,felsoszor,Felsoszor,16,,47.733333,19.316667
hu,felsosztaukadulo,Felsosztaukadulo,16,,47.4,18.833333
hu,felsosztaukaidulo,Felsosztaukaidulo,16,,47.4,18.833333
hu,felsosztavkadulo,Felsosztavkadulo,16,,47.4,18.833333
hu,felso-szuha,Felso-Szuha,04,,48.416667,20.45
hu,felsotabpuszta,Felsotabpuszta,14,,48.023425,19.459529
hu,felsotag,Felsotag,09,,47.733333,17.833333
hu,felsotag,Felsotag,16,,47.35,19.05
hu,felsotanya,Felsotanya,01,,46.483333,19.733333
hu,felsotanya,Felsotanya,16,,47.358162,19.406921
hu,felsotanya,Felsotanya,20,,46.8,20.133333
hu,felsotanyak,Felsotanyak,01,,46.533333,19.25
hu,felsotanyak,Felsotanyak,03,,46.633333,20.666667
hu,felsotanyak,Felsotanyak,16,,47.358162,19.406921
hu,felsotanyak,Felsotanyak,20,,47.483333,20
hu,felsotapazd,Felsotapazd,17,,46.2,17.6
hu,felsotapio,Felsotapio,16,,47.3899,19.683523
hu,felsotapioi tanya,Felsotapioi Tanya,16,,47.3899,19.683523
hu,felsotapioi tanyak,Felsotapioi Tanyak,16,,47.3899,19.683523
hu,felsotarkany,Felsotarkany,11,3223,47.966667,20.416667
hu,felsotarnoca,Felsotarnoca,08,,47.002249,18.375195
hu,felsoteglahaz,Felsoteglahaz,08,,47.016667,18.45
hu,felsotelekes,Felsotelekes,04,,48.4,20.633333
hu,felsotelekesi major,Felsotelekesi Major,22,,46.95,16.683333
hu,felsotelekesmajor,Felsotelekesmajor,22,,46.95,16.683333
hu,felsotelek,Felsotelek,01,,46.366667,19.283333
hu,felsotelep,Felsotelep,01,,46.56121,19.478061
hu,felsotelep,Felsotelep,15,,46.116667,18.283333
hu,felsotengelic,Felsotengelic,21,,46.555901,18.733047
hu,felsoterezhalom,Felsoterezhalom,01,,46.366667,19.233333
hu,felsotetelalja,Felsotetelalja,01,,46.790258,19.087025
hu,felsotoborzsok,Felsotoborzsok,08,,46.937816,18.568113
hu,felsotold,Felsotold,14,,47.97154,19.610465
hu,felsotollospuszta,Felsotollospuszta,24,,46.651054,16.968002
hu,felsotukor,Felsotukor,02,,45.966667,18.516667
hu,felsoutaspuszta,Felsoutaspuszta,14,,48.158958,20.010861
hu,felsovadasz,Felsovadasz,04,,48.366667,20.933333
hu,felsovany,Felsovany,16,,47.282958,19.111704
hu,felsovaros,Felsovaros,19,,46.266667,20.166667
hu,felsovarosi feketefoldek,Felsovarosi Feketefoldek,19,,46.266667,20.166667
hu,felsovarosi valyogvetotelep,Felsovarosi Valyogvetotelep,19,,46.266667,20.166667
hu,felsovasdinnyepuszta,Felsovasdinnyepuszta,12,,47.564526,18.019879
hu,felso-venkert,Felso-Venkert,10,,47.7,21.7
hu,felsovenyim,Felsovenyim,08,,47,18.766667
hu,felsovonyarc,Felsovonyarc,24,,46.766667,17.316667
hu,felsozsitfa,Felsozsitfa,17,,46.562047,17.294473
hu,felsozsolca,Felsozsolca,04,7040,48.1,20.866667
hu,felsozsunypuszta,Felsozsunypuszta,14,,48,19.616667
hu,felszabadulas ut,Felszabadulás Út,12,,47.783333,18.75
hu,felszabadulas uti lakotelep,Felszabadulás Úti Lakótelep,23,,47.1,17.916667
hu,felszabadulas utja,Felszabadulás Útja,12,,47.783333,18.75
hu,felszabadulas utja,Felszabadulás Útja,23,,47.1,17.916667
hu,felszermajor,Félszermajor,08,,47.396625,18.54632
hu,felszopor,Felszopor,09,,47.45,16.816667
hu,felto,Felto,03,,46.783333,21.233333
hu,fencel,Fencel,11,,47.816667,19.8
hu,fendudatanya,Fendudatanya,04,,47.75,20.816667
hu,fenekdulo,Fenekdulo,10,,47.45,21.4
hu,fenekdulo,Fenekdulo,18,,47.9,22.616667
hu,fenekdulo,Fenekdulo,23,,46.966667,17.866667
hu,fenekestanya,Fenekestanya,11,,48.066667,20.116667
hu,fenekpuszta,Fenékpuszta,24,,46.709737,17.2434
hu,fenyersor,Fenyérsor,21,,46.283333,18.766667
hu,fenyesdulo,Fenyesdulo,12,,47.65,18.316667
hu,fenyes,Fényes,03,,46.65,21.15
hu,fenyeshegy,Fényeshegy,23,,47.383333,17.7
hu,fenyesipuszta,Fényesipuszta,11,,47.921045,19.98677
hu,fenyesi tanyak,Fényesi Tanyák,03,,46.65,21.15
hu,fenyeslitke,Fényeslitke,18,2425,48.271333,22.100091
hu,fenyespuszta,Fényespuszta,11,,47.921045,19.98677
hu,fenyes tanya,Fényes Tanya,10,,47.65,21.716667
hu,fenyestanya,Fényestanya,18,,47.966667,21.95
hu,fenyestelep,Fényestelep,10,,47.65,21.716667
hu,fenykopuszta,Fenykopuszta,14,,48.133333,19.866667
hu,fenyofo,Fenyofo,09,,47.350321,17.765275
hu,fenyoharaszt,Fenyoharaszt,16,,47.697906,19.583428
hu,fenyomajor,Fenyomajor,09,,47.921881,17.225667
hu,fenyosdomb,Fenyosdomb,23,,46.85,17.516667
hu,fenyos,Fenyos,02,,46.045875,18.051402
hu,fenyos,Fenyos,23,,46.85,17.516667
hu,fenyospuszta,Fenyospuszta,02,,46.045875,18.051402
hu,fenyvesdulo,Fenyvesdulo,16,,47.783333,19.133333
hu,fenyves,Fenyves,14,,48,19.1
hu,fenyves,Fenyves,16,,47.783333,19.133333
hu,fenyves,Fenyves,23,,46.933333,17.661305
hu,fenyveshegy,Fenyveshegy,23,,46.933333,17.661305
hu,fenyvesi szollo,Fenyvesi Szollo,18,,48.133333,22.116667
hu,fenyvesmajor,Fenyvesmajor,08,,47.083333,18.683333
hu,fenyvesmajor,Fenyvesmajor,24,,46.61675,17.18754
hu,fenyvespuszta,Fenyvespuszta,09,,47.53516,17.523001
hu,fenyvespuszta,Fenyvespuszta,14,,47.95,19.75
hu,fenyvestanya,Fenyvestanya,18,,48.05,21.716667
hu,ferdiktanya,Ferdiktanya,10,,47.59084,22.086349
hu,ferdinandmajor,Ferdinándmajor,22,,47.18606,16.659554
hu,ferencbokor,Ferencbokor,18,,47.983333,21.6
hu,ferenchaza,Ferencháza,09,,47.524432,17.44329
hu,ferenchazapuszta,Ferencházapuszta,09,,47.524432,17.44329
hu,ferencitanya,Ferencitanya,04,,47.983333,20.783333
hu,ferencitanya,Ferencitanya,18,,47.943793,22.726625
hu,ferenckert,Ferenckert,14,,48.188758,19.544765
hu,ferenckut,Ferenckút,21,,46.448953,18.486961
hu,ferenckut puszta,Ferenckút Puszta,21,,46.448953,18.486961
hu,ferencmajor,Ferencmajor,04,,48.366667,20.6
hu,ferenc-major,Ferenc-major,08,,47.227001,18.739479
hu,ferencmajor,Ferencmajor,10,,47.616667,21.25
hu,ferencmajor,Ferencmajor,11,,47.8,19.7
hu,ferencmajor,Ferencmajor,22,,47.055236,17.046619
hu,ferenc-major,Ferenc-major,22,,47.35,17.083333
hu,ferencmajor,Ferencmajor,23,,47.164049,17.395855
hu,ferencmajor,Ferencmajor,24,,46.45,16.983333
hu,ferencszallasa,Ferencszállása,01,,46.666667,19.866667
hu,ferencszallas,Ferencszállás,06,,46.216667,20.35
hu,ferencszallasi tanyak,Ferencszállási Tanyák,01,,46.666667,19.866667
hu,ferenctanya,Ferenctanya,08,,47.227001,18.739479
hu,ferenctanya,Ferenctanya,18,,47.95,21.316667
hu,ferenctanya,Ferenctanya,20,,47.383333,20.516667
hu,ferenctelek,Ferenctelek,23,,47.177661,17.505432
hu,ferenctelep,Ferenctelep,17,,45.978072,17.387949
hu,ferencvaros,Ferencváros,05,,47.485841,19.070129
hu,ferenczimajor,Ferenczimajor,21,,46.45,18.9
hu,ferenczmajor,Ferenczmajor,22,,47.35,17.083333
hu,ferenczszallas,Ferenczszállás,06,,46.216667,20.35
hu,ferged,Férged,06,,46.366667,20.466667
hu,fergestanya,Férgestanya,01,,46.483333,19.083333
hu,fernapuszta,Fernapuszta,02,,46.05924,17.740513
hu,ferna-tanya,Ferna-tanya,02,,46.05924,17.740513
hu,fernekag,Fernekag,24,,46.830132,16.594927
hu,fertalyos kaszalok,Fertályos Kaszálók,16,,47.171902,19.858196
hu,fertoboz,Fertoboz,09,,47.636378,16.700853
hu,fertod,Fertod,09,3396,47.619469,16.886764
hu,fertoendred,Fertoendred,09,,47.605603,16.908994
hu,ferto,Ferto,06,,46.633333,20.35
hu,ferto,Ferto,16,,47.166667,18.95
hu,ferto,Ferto,18,,48.133333,21.8
hu,fertohomok,Fertohomok,09,,47.62093,16.768616
hu,fertopuszta,Fertopuszta,09,,47.616667,16.8
hu,fertorakos,Fertorakos,09,2179,47.71411,16.655207
hu,fertoszentmiklos,Fertoszentmiklos,09,3877,47.583476,16.879679
hu,fertoszeplak,Fertoszeplak,09,,47.615327,16.835282
hu,fertotanya,Fertotanya,18,,48.183333,22.116667
hu,fertotelep,Fertotelep,20,,47.616667,20.766667
hu,festetich-major,Festetich-major,22,,46.966667,16.683333
hu,fesustanya,Fesustanya,04,,48.116667,20.966667
hu,feszer,Fészer,11,,47.643528,19.686664
hu,feszerlakpuszta,Fészerlakpuszta,17,,46.370093,17.861003
hu,feszti-major,Feszti-major,12,,47.521727,18.345744
hu,fiad,Fiad,17,,46.631781,17.842354
hu,fiatalosmajor,Fiatalosmajor,24,,47.001145,17.203332
hu,fiatalospuszta,Fiatalospuszta,24,,47.001145,17.203332
hu,ficfastanya,Ficfástanya,18,,47.741437,21.923184
hu,ficser,Ficsér,06,,46.5,20.533333
hu,ficzfastanya,Ficzfástanya,18,,47.741437,21.923184
hu,fiedlertanya,Fiedlertanya,18,,47.916667,22.216667
hu,figetanya,Figetanya,18,,48.033333,21.25
hu,filagoria,Filagória,20,,47.55,19.8
hu,filagoriastanya,Filagóriástanya,20,,47.566667,20.95
hu,filimes,Filimes,14,,47.883333,19.716667
hu,filkehaza,Filkeháza,04,,48.5,21.5
hu,filkohazitanya,Filkóházitanya,04,,48.266667,20.683333
hu,filotanya,Filótanya,18,,48.016667,21.966667
hu,filpergerpuszta,Filpergerpuszta,03,,46.316667,21.066667
hu,filperger-tanya,Filperger-tanya,03,,46.316667,21.066667
hu,filvigtanya,Filvigtanya,01,,46.533333,19
hu,financtag,Finánctag,18,,47.7,21.866667
hu,finke,Finke,04,,48.283333,20.75
hu,finkei tanya,Finkei Tanya,04,,48.283333,20.766667
hu,fintaallas,Fintaállás,21,,46.35,18.7
hu,fintortag,Fintortag,18,,47.859767,21.855711
hu,firmanhaz,Firmanház,24,,46.683333,16.55
hu,fischerpuszta,Fischerpuszta,17,,46.583333,17.516667
hu,fischertanya,Fischertanya,18,,48.033333,22.266667
hu,fisitanya,Fisitanya,08,,47.083333,18.416667
hu,fiskalitashuta,Fiskalitáshuta,11,,47.925719,19.880477
hu,fiteritanyak,Fiteritanyák,03,,46.733333,21.483333
hu,fityehaza,Fityeháza,24,,46.376804,16.905399
hu,fityehaz,Fityeház,24,,46.376804,16.905399
hu,fityemajor,Fityemajor,14,,48.05,19.433333
hu,flasitsszollo,Flasitsszollo,02,,46.35,18.233333
hu,flasztertanya,Flasztertanya,18,,48.133333,21.466667
hu,flinkmalom,Flinkmalom,23,,47.116667,18.133333
hu,flochpuszta,Flochpuszta,16,,47.733333,19.15
hu,floramajor,Flóramajor,16,,47.65,19.45
hu,flora major,Flóra Major,18,,47.966667,22.116667
hu,floramajor,Flóramajor,21,,46.5,18.3
hu,floratanya,Flóratanya,18,,47.966667,22.116667
hu,fodorszollo,Fodorszollo,18,,48.233333,22.083333
hu,fodorszolo,Fodorszolo,18,,48.233333,22.083333
hu,fodortanya,Fodortanya,02,,46.2,18.083333
hu,fodortanya,Fodortanya,04,,47.833333,20.7
hu,fodortanya,Fodortanya,11,,47.666667,19.7
hu,fodor-tanya,Fodor-tanya,11,,47.666667,20.066667
hu,fodortanya,Fodortanya,11,,47.716667,19.833333
hu,fodortanya,Fodortanya,12,,47.583333,18.066667
hu,fodortanya,Fodortanya,18,,47.966667,22.25
hu,fodortanyak,Fodortanyák,11,,47.666667,20.066667
hu,fogacspuszta,Fogacspuszta,14,,47.896193,19.398488
hu,fogarassyszollo,Fogarassyszollo,18,,47.916667,22.266667
hu,fogarasytanya,Fogarasytanya,18,,47.95,22.8
hu,foglalas,Foglalás,16,,47.45,19.716667
hu,foglalas,Foglalás,23,,47.116667,17.733333
hu,fogthuy dulo,Fogthuy Dulo,10,,47.483333,21.383333
hu,fogthuy tanya,Fogthüy Tanya,10,,47.483333,21.383333
hu,fokitanya,Fokitanya,03,,46.9,21.35
hu,fokivolgy,Fokivölgy,17,,46.733333,18.05
hu,foklapossa,Foklapossa,20,,47.266667,20.45
hu,fokoru,Fokorú,20,,47.233333,20.266667
hu,fokszodpuszta,Fokszódpuszta,23,,46.986823,17.562413
hu,fokto,Fokto,01,,46.527518,18.919332
hu,foldeak,Földeák,06,3255,46.316667,20.5
hu,foldeakhatarmenti tanyak,Földeákhatármenti Tanyák,06,,46.216667,20.483333
hu,foldeaki-hatar menti tanyak,Földeáki-határ Menti Tanyák,06,,46.216667,20.483333
hu,foldes,Földes,10,4345,47.3,21.366667
hu,foldes,Földes,21,,46.603236,18.757435
hu,foldesi puszta,Földesi Puszta,10,,47.3,21.366667
hu,foldespuszta,Földespuszta,21,,46.603236,18.757435
hu,foldessytanya,Földessytanya,01,,46.15,18.883333
hu,foldestanya,Földestanya,11,,47.833333,19.766667
hu,foldhidpuszta,Földhídpuszta,17,,46.416667,17.55
hu,foldijaras,Földijárás,01,,46.2,19.683333
hu,foldi-tanya,Földi-tanya,02,,45.8,18.3
hu,foldsziget,Földsziget,09,,47.671417,17.158861
hu,foldsziget-major,Földsziget-major,09,,47.671417,17.158861
hu,foldvardulo,Foldvardulo,16,,47.033333,19.783333
hu,foldvar,Földvár,16,,47.033333,19.783333
hu,foldvar,Földvár,17,,46.268839,16.915491
hu,foldvarhalom-dulo,Foldvarhalom-dulo,20,,47.15,20.416667
hu,foldvarhalomdulo vi.,Foldvarhalomdulo VI.,20,,47.15,20.416667
hu,foldvarhalom,Földvárhalom,20,,47.15,20.416667
hu,foldvaridulo,Foldvaridulo,03,,46.75,21
